timeframe,rank,candidate_start,candidate_end,similarity,direction_balance,alternation,body_level,body_shift,small_body_fraction,large_body_fraction,upper_rejection,lower_rejection,rejection_balance,wick_bias,range_level,range_shift,compression_fraction,expansion_fraction,expansion_transition,close_location,close_shift,direction_shift,first_third_alternation,last_third_alternation,bullish_fraction,bearish_fraction,middle_third_range,pattern_code,fingerprint_id
4h,4,9326,9345,0.3112080729793453,-0.10000000000000003,0.631578947368421,0.33501518435508465,-0.1511054671494002,0.45,0.15,0.4,0.45,0.95,0.04999999999999999,0.9844451893216883,-0.37884304363954024,0.6,0.35,-0.8042727215181459,0.48286632827651044,0.0946212780332003,0.09999999999999998,0.6,0.6,0.45,0.55,1.065990905992078,BALANCED | COMPRESSING | WICK_BALANCED | DIRECTION_BALANCED | HIGH_ALT | MID_BODY | EXP_TO_COMPRESS | CLOSE_MID,FP-B179ADF186
4h,5,8798,8817,0.3111648688882593,-0.10000000000000003,0.47368421052631576,0.4023808460499854,-0.15531981452795973,0.3,0.25,0.35,0.35,1.0,0.0,1.1914966176917803,-0.17133068192287126,0.2,0.35,-0.4292642713312994,0.4694836211477832,-0.03787008139332182,-0.09999999999999998,0.4,0.4,0.45,0.55,1.4233544440940744,BALANCED | STABLE | WICK_BALANCED | DIRECTION_BALANCED | MID_ALT | MID_BODY | EXP_TO_COMPRESS | CLOSE_MID,FP-A1071BF1D6
4h,6,8147,8166,0.3109807064625408,-0.19999999999999996,0.5263157894736842,0.4617139676590374,-0.1712898705974918,0.3,0.4,0.2,0.5,0.7,0.3,1.3406054084788477,-0.6048263410004748,0.3,0.5,-0.587341437320085,0.48604571523777046,0.1517269173151538,0.0,0.6,0.6,0.4,0.6,1.6268125157626319,BALANCED | COMPRESSING | LOWER_WICK | DIRECTION_BALANCED | MID_ALT | MID_BODY | EXP_TO_COMPRESS | CLOSE_MID,FP-FA7278B29D
4h,7,2900,2919,0.31054588855822524,-0.10000000000000003,0.6842105263157895,0.4628147487489424,-0.05878997391917573,0.25,0.4,0.3,0.4,0.8999999999999999,0.10000000000000003,1.1935916943752205,-0.23696327546223617,0.4,0.4,-0.8793678593820969,0.530875223779326,0.0019047550314073014,-0.09999999999999998,0.2,1.0,0.45,0.55,1.0033571757919988,BALANCED | COMPRESSING | WICK_BALANCED | DIRECTION_BALANCED | HIGH_ALT | MID_BODY | EXP_TO_COMPRESS | CLOSE_MID,FP-BDE5F1EDC8
4h,8,7223,7242,0.306785361404897,-0.30000000000000004,0.42105263157894735,0.426855127518325,0.06209544985054094,0.3,0.25,0.25,0.45,0.8,0.2,1.028692073607568,-0.12020216694871744,0.45,0.3,-0.468215569795451,0.4526514189827059,0.23440326309004206,0.3,0.6,0.8,0.35,0.65,1.2899357239873517,BALANCED | STABLE | LOWER_WICK | BULL_SHIFT | MID_ALT | MID_BODY | EXP_TO_COMPRESS | CLOSE_MID,FP-1DCF3C1D12
4h,9,4939,4958,0.3062930836026302,-0.19999999999999996,0.5789473684210527,0.43901681460280584,-0.23206984493710398,0.4,0.3,0.35,0.3,0.95,-0.04999999999999999,1.2926203988406488,-0.42328161410991716,0.2,0.55,-0.544849003596038,0.47348271298616174,-0.08589714506527868,-0.2,0.6,0.2,0.4,0.6,1.6194785706872363,BALANCED | COMPRESSING | WICK_BALANCED | BEAR_SHIFT | HIGH_ALT | MID_BODY | EXP_TO_COMPRESS | CLOSE_MID,FP-3EBE66A446
4h,10,6762,6781,0.3060926861932875,-0.5,0.21052631578947367,0.40080719063097225,0.09961264129516312,0.4,0.35,0.4,0.4,1.0,0.0,1.2679212968106222,0.4878255844813224,0.25,0.35,0.0581269483664586,0.3923724069418818,-0.09505712778875541,0.09999999999999998,0.4,0.2,0.25,0.75,1.3855719934638377,BEAR_BIASED | EXPANDING | WICK_BALANCED | DIRECTION_BALANCED | LOW_ALT | MID_BODY | RANGE_STABLE | CLOSE_MID,FP-4967D0D2CD
4h,11,3274,3293,0.3060018420674329,-0.10000000000000003,0.5263157894736842,0.4019681099835178,-0.08983948216148907,0.3,0.2,0.35,0.35,1.0,0.0,1.0501965643478959,-0.5597941539032263,0.45,0.3,-0.9608971868485204,0.49238397155703073,0.1842392203899037,0.3,0.8,0.6,0.45,0.55,0.9280994327750283,BALANCED | COMPRESSING | WICK_BALANCED | BULL_SHIFT | MID_ALT | MID_BODY | EXP_TO_COMPRESS | CLOSE_MID,FP-C16D56F17C
4h,12,8091,8110,0.3025347724007012,-0.10000000000000003,0.631578947368421,0.4484276980959687,-0.13052417599582833,0.3,0.3,0.25,0.5,0.75,0.25,1.8384158096596512,-0.4313985409170107,0.15,0.7,-1.3345417924297074,0.563442546660464,0.12252237298729907,0.09999999999999998,0.4,0.6,0.45,0.55,2.1191490227003755,BALANCED | COMPRESSING | LOWER_WICK | DIRECTION_BALANCED | HIGH_ALT | MID_BODY | EXP_TO_COMPRESS | CLOSE_MID,FP-1FE011165B
4h,13,4783,4802,0.30232305820650707,-0.10000000000000003,0.7368421052631579,0.45554831217749553,-0.08899403839853454,0.25,0.35,0.3,0.45,0.85,0.15000000000000002,1.0809641470734976,-0.5889559702083528,0.4,0.45,-0.6185140647878461,0.5499437080222032,0.09751134629414449,0.09999999999999998,0.6,0.8,0.45,0.55,1.169441307560857,BALANCED | COMPRESSING | LOWER_WICK | DIRECTION_BALANCED | HIGH_ALT | MID_BODY | EXP_TO_COMPRESS | CLOSE_MID,FP-D974FEB4F7
4h,14,5353,5372,0.3021690943548673,-0.10000000000000003,0.631578947368421,0.49701513510369405,-0.07244090423485955,0.2,0.35,0.15,0.3,0.85,0.15,1.6856807293255514,-0.019005923687781534,0.2,0.6,0.11677679326702661,0.45226537298611563,0.1724496377543282,0.3,0.6,0.6,0.45,0.55,2.642053192127936,BALANCED | STABLE | LOWER_WICK | BULL_SHIFT | HIGH_ALT | MID_BODY | RANGE_STABLE | CLOSE_MID,FP-7036C530F0
4h,15,6474,6493,0.30119770414292935,-0.5,0.5263157894736842,0.41359178716372486,-0.09846100427679538,0.3,0.2,0.45,0.4,0.95,-0.04999999999999999,0.8383191820234135,-0.27855359803081936,0.6,0.2,-0.17502422553779973,0.46971201110224986,0.1070045749833009,0.09999999999999998,0.4,0.6,0.25,0.75,1.0160267296390595,BEAR_BIASED | COMPRESSING | WICK_BALANCED | DIRECTION_BALANCED | MID_ALT | MID_BODY | RANGE_STABLE | CLOSE_MID,FP-CF78CC115D
4h,16,3147,3166,0.3006036084050496,-0.10000000000000003,0.631578947368421,0.4300233125743804,-0.11477267597853924,0.3,0.35,0.35,0.35,1.0,0.0,1.035327968101356,-0.11592284308940881,0.45,0.45,-0.4702952478245904,0.48628850454452544,0.05446446874312616,0.09999999999999998,0.6,0.8,0.45,0.55,0.8927035139778677,BALANCED | STABLE | WICK_BALANCED | DIRECTION_BALANCED | HIGH_ALT | MID_BODY | EXP_TO_COMPRESS | CLOSE_MID,FP-8CB9B0C2CE
4h,17,529,548,0.3005878781476463,-0.10000000000000003,0.5263157894736842,0.41006409037832076,0.04280827582490221,0.35,0.35,0.4,0.35,0.95,-0.050000000000000044,1.233718377596912,-0.2536787306676638,0.1,0.45,-0.1336474370681482,0.4903911127593557,0.0033212951254947276,-0.09999999999999998,0.6,0.6,0.45,0.55,1.338131457219352,BALANCED | COMPRESSING | WICK_BALANCED | DIRECTION_BALANCED | MID_ALT | MID_BODY | RANGE_STABLE | CLOSE_MID,FP-06B59114BD
4h,18,1728,1747,0.296204025641452,0.0,0.5789473684210527,0.41766287155437914,0.007613280647452758,0.3,0.2,0.25,0.55,0.7,0.30000000000000004,0.9184000818677092,-0.5239427079973767,0.6,0.15,-0.4301677762061845,0.6103336530022514,0.006536605453666189,0.0,0.6,0.4,0.5,0.5,0.9763769099641272,BALANCED | COMPRESSING | LOWER_WICK | DIRECTION_BALANCED | HIGH_ALT | MID_BODY | EXP_TO_COMPRESS | CLOSE_MID,FP-FC2BDD01FE
4h,19,8006,8025,0.2959883142294938,-0.30000000000000004,0.5263157894736842,0.3626552608745592,0.02801697156608235,0.4,0.2,0.25,0.5,0.75,0.25,1.3466435760513047,0.5424615113660636,0.2,0.45,0.07619903779587789,0.4939136127921553,0.16083866770128036,0.10000000000000003,0.6,1.0,0.35,0.65,1.48935743002923,BALANCED | EXPANDING | LOWER_WICK | DIRECTION_BALANCED | MID_ALT | MID_BODY | RANGE_STABLE | CLOSE_MID,FP-B122AC39D6
4h,20,9321,9340,0.29596488452121533,-0.30000000000000004,0.5789473684210527,0.3151347247999018,-0.1499170223920615,0.5,0.1,0.45,0.5,0.95,0.04999999999999999,1.0934731024022393,-0.185615832463772,0.5,0.45,-0.040095144070393496,0.44829827632420816,0.027307626138105834,0.3,0.4,0.8,0.35,0.65,1.4036638871403742,BALANCED | STABLE | WICK_BALANCED | BULL_SHIFT | HIGH_ALT | MID_BODY | RANGE_STABLE | CLOSE_MID,FP-0F1188D936
4h,21,6995,7014,0.295415198889369,0.0,0.47368421052631576,0.41527240184595904,-0.11048603381952621,0.35,0.25,0.4,0.4,1.0,0.0,1.2630012202375627,-0.03709655030984904,0.25,0.55,-0.06631948376057917,0.5319434810030471,0.13081787741303336,0.19999999999999996,0.6,0.2,0.5,0.5,1.4588171628109905,BALANCED | STABLE | WICK_BALANCED | DIRECTION_BALANCED | MID_ALT | MID_BODY | RANGE_STABLE | CLOSE_MID,FP-B5822DE9C1
4h,22,4944,4963,0.2945715490571879,-0.10000000000000003,0.5789473684210527,0.42406445155222405,0.008946300976364174,0.3,0.2,0.4,0.3,0.8999999999999999,-0.10000000000000003,1.1862213490012565,-0.6519545352017654,0.3,0.45,-0.6972299278013614,0.46414391630856305,-0.08688429380336687,0.09999999999999998,0.8,0.6,0.45,0.55,1.2292212845234975,BALANCED | COMPRESSING | WICK_BALANCED | DIRECTION_BALANCED | HIGH_ALT | MID_BODY | EXP_TO_COMPRESS | CLOSE_MID,FP-9C00592E57
4h,23,2769,2788,0.2944653126117805,-0.10000000000000003,0.42105263157894735,0.3816828527652455,-0.0032022246174196467,0.3,0.25,0.35,0.35,1.0,0.0,1.0434307540703516,-0.1951886191500617,0.45,0.3,-0.36015755194019283,0.5177985416383246,0.1641784526369784,0.3,0.2,0.6,0.45,0.55,1.0616789463909448,BALANCED | STABLE | WICK_BALANCED | BULL_SHIFT | MID_ALT | MID_BODY | EXP_TO_COMPRESS | CLOSE_MID,FP-826A12B724
4h,24,9109,9128,0.293969646000924,0.0,0.5263157894736842,0.40280883193491057,-0.12331661393635379,0.4,0.2,0.25,0.45,0.8,0.2,0.9964835281987314,-0.24328972606218846,0.3,0.25,-0.40616678540591233,0.5515394860626944,0.10254196077832556,0.0,0.2,0.6,0.5,0.5,0.9653325427584244,BALANCED | COMPRESSING | LOWER_WICK | DIRECTION_BALANCED | MID_ALT | MID_BODY | EXP_TO_COMPRESS | CLOSE_MID,FP-DE9145DFF0
4h,25,1700,1719,0.2939434656237131,-0.04999999999999999,0.3157894736842105,0.4101492091636265,-0.05350146393946836,0.45,0.3,0.35,0.35,1.0,0.0,1.1536996992322217,0.11136936339603243,0.3,0.5,0.09482454300531273,0.5065505761223918,-0.003119637551699417,-0.3,0.4,0.4,0.45,0.5,1.310168682672623,BALANCED | STABLE | WICK_BALANCED | BEAR_SHIFT | MID_ALT | MID_BODY | RANGE_STABLE | CLOSE_MID,FP-C5833CAA88
1d,1,1065,1084,0.27433409943675846,-0.10000000000000003,0.5789473684210527,0.4711717440742599,0.027666565719076053,0.15,0.3,0.35,0.35,1.0,0.0,0.719562855002976,0.017818414635425217,0.7,0.0,0.027097523375399835,0.4961085807450029,-0.22226135447611917,-0.09999999999999998,0.6,0.6,0.45,0.55,0.7233646958276864,BALANCED | STABLE | WICK_BALANCED | DIRECTION_BALANCED | HIGH_ALT | MID_BODY | RANGE_STABLE | CLOSE_MID,FP-FF4DBA1ECB
1d,2,1891,1910,0.2738171051226423,0.0,0.47368421052631576,0.346755343493512,0.03546367543468848,0.35,0.1,0.45,0.5,0.95,0.04999999999999999,1.0454557101676436,-0.14383618112103214,0.3,0.3,0.20506868780356402,0.5058629858304157,-0.07065531243699746,0.19999999999999996,0.8,0.4,0.5,0.5,1.3516522503827009,BALANCED | STABLE | WICK_BALANCED | DIRECTION_BALANCED | MID_ALT | MID_BODY | RANGE_STABLE | CLOSE_MID,FP-F45A1AB1AF
1d,3,391,410,0.2734563558174049,-0.30000000000000004,0.5789473684210527,0.41970413322013533,0.102182640714156,0.4,0.3,0.25,0.45,0.8,0.2,0.9913453680339085,0.45118775251864895,0.45,0.35,0.4229367346811638,0.5372589377671179,-0.21289108150025954,-0.3,0.8,0.6,0.35,0.65,0.8671355161088673,BALANCED | EXPANDING | LOWER_WICK | BEAR_SHIFT | HIGH_ALT | MID_BODY | COMP_TO_EXPAND | CLOSE_MID,FP-63C79293E8
1d,4,144,163,0.2721544206195058,-0.30000000000000004,0.631578947368421,0.4439082034717782,-0.010196601498004831,0.3,0.25,0.2,0.3,0.9,0.09999999999999998,1.0043666422821074,-0.441348217338569,0.5,0.3,-0.6061480559549012,0.3981182809256119,-0.15968296292264333,-0.10000000000000003,0.6,0.8,0.35,0.65,0.7257100149476828,BALANCED | COMPRESSING | WICK_BALANCED | DIRECTION_BALANCED | HIGH_ALT | MID_BODY | EXP_TO_COMPRESS | CLOSE_MID,FP-9FE7F94D64
1d,5,2714,2733,0.2714769692971006,-0.10000000000000003,0.42105263157894735,0.3426245366031508,-0.15802944287052362,0.35,0.15,0.45,0.4,0.95,-0.04999999999999999,0.9041996019773408,-0.13626718387518344,0.5,0.3,-0.4487391301338929,0.48158990077296304,0.06015511390689399,-0.3,0.2,0.6,0.45,0.55,0.9693755920678763,BALANCED | STABLE | WICK_BALANCED | BEAR_SHIFT | MID_ALT | MID_BODY | EXP_TO_COMPRESS | CLOSE_MID,FP-B39D5B516F
1d,6,981,1000,0.2688190496102354,0.0,0.5263157894736842,0.41664701850693076,-0.08511704163487793,0.3,0.25,0.2,0.5,0.7,0.3,0.8801291237510522,0.05591391125910539,0.65,0.15,0.171647361699928,0.545147488354429,-0.22719927989256117,-0.19999999999999996,0.8,0.2,0.5,0.5,0.8213579220214963,BALANCED | STABLE | LOWER_WICK | DIRECTION_BALANCED | MID_ALT | MID_BODY | RANGE_STABLE | CLOSE_MID,FP-D320B7BF76
1d,7,1072,1091,0.26519060866981164,-0.10000000000000003,0.5789473684210527,0.43755885638651415,-0.08597814837115358,0.25,0.25,0.3,0.45,0.85,0.15000000000000002,0.8737935085371579,0.22627148132654729,0.5,0.1,0.3003377690810951,0.4622537208903813,-0.002703567053045919,0.09999999999999998,0.6,0.6,0.45,0.55,0.7765535355028095,BALANCED | EXPANDING | LOWER_WICK | DIRECTION_BALANCED | HIGH_ALT | MID_BODY | RANGE_STABLE | CLOSE_MID,FP-F15DA2C579
1d,8,2896,2915,0.2647747289045391,-0.19999999999999996,0.5263157894736842,0.4356930779195222,-0.027864564056739816,0.25,0.35,0.3,0.35,0.95,0.04999999999999999,1.1413946108681683,-0.1598998300822274,0.3,0.3,-0.620695645263425,0.5022632570227665,-0.08372341818843687,0.0,0.4,0.6,0.4,0.6,0.9974834356071179,BALANCED | STABLE | WICK_BALANCED | DIRECTION_BALANCED | MID_ALT | MID_BODY | EXP_TO_COMPRESS | CLOSE_MID,FP-EC667E0ACC
1d,9,662,681,0.2638811950598586,-0.10000000000000003,0.42105263157894735,0.36189767815416685,-0.028436734203081904,0.4,0.15,0.55,0.35,0.7999999999999999,-0.20000000000000007,1.1782621633103578,-0.02224641212237799,0.4,0.4,0.2991737458981806,0.5305939606346436,-0.1358955427236277,-0.49999999999999994,0.2,0.4,0.45,0.55,1.4977379984800772,BALANCED | STABLE | UPPER_WICK | BEAR_SHIFT | MID_ALT | MID_BODY | RANGE_STABLE | CLOSE_MID,FP-0499A92291
1d,10,1068,1087,0.26183563727713444,-0.19999999999999996,0.5789473684210527,0.46739311219677093,-0.0028618746130473216,0.2,0.3,0.35,0.4,0.95,0.050000000000000044,0.8294954668885619,0.21272349457861328,0.6,0.1,0.3393972538932687,0.46609576043070666,-0.06105293433482961,0.0,0.6,0.6,0.4,0.6,0.721175149306108,BALANCED | EXPANDING | WICK_BALANCED | DIRECTION_BALANCED | HIGH_ALT | MID_BODY | RANGE_STABLE | CLOSE_MID,FP-645798FD96
1d,11,1234,1253,0.26182512670138164,0.0,0.5789473684210527,0.5505800470786452,-0.20197367088429874,0.1,0.4,0.1,0.35,0.75,0.24999999999999997,1.3936147960613208,0.011846266409409889,0.2,0.55,-0.012298660547908291,0.5724213915836903,0.005052232043477378,0.0,0.8,0.4,0.5,0.5,1.410020519520092,BALANCED | STABLE | LOWER_WICK | DIRECTION_BALANCED | HIGH_ALT | MID_BODY | RANGE_STABLE | CLOSE_MID,FP-7FBFBC320C
1d,12,1795,1814,0.26131651866956906,-0.19999999999999996,0.5789473684210527,0.4061418068332925,-0.13840412757001452,0.35,0.35,0.3,0.35,0.95,0.04999999999999999,1.204467703149632,0.09580603129565479,0.35,0.4,0.13499598821489966,0.4631114343343623,-0.017837489896206704,0.2,0.4,0.6,0.4,0.6,1.2791455422430495,BALANCED | STABLE | WICK_BALANCED | BULL_SHIFT | HIGH_ALT | MID_BODY | RANGE_STABLE | CLOSE_MID,FP-F392D17F80
1d,13,2444,2463,0.2608597763334945,-0.10000000000000003,0.42105263157894735,0.45557878236520255,0.02334748592670216,0.2,0.2,0.3,0.3,1.0,0.0,0.769659307059046,0.10110673440056861,0.6,0.15,0.24319532190562432,0.5119429595498056,-0.17969862177794982,-0.3,0.6,0.2,0.45,0.55,0.633896337452801,BALANCED | STABLE | WICK_BALANCED | BEAR_SHIFT | MID_ALT | MID_BODY | RANGE_STABLE | CLOSE_MID,FP-B8089DFFB5
1d,14,2231,2250,0.26057492887255074,-0.10000000000000003,0.6842105263157895,0.40051555609296186,0.09493367883978393,0.25,0.2,0.45,0.2,0.75,-0.25,0.8745077283132277,0.09346832687509443,0.55,0.15,0.10837339858380235,0.46608282241572463,0.05919802364438698,0.09999999999999998,0.8,0.4,0.45,0.55,0.6384214934741347,BALANCED | STABLE | UPPER_WICK | DIRECTION_BALANCED | HIGH_ALT | MID_BODY | RANGE_STABLE | CLOSE_MID,FP-814BF3A060
1d,15,1791,1810,0.26017771827303643,-0.19999999999999996,0.631578947368421,0.41272191510159856,-0.008979004634457777,0.35,0.35,0.3,0.4,0.8999999999999999,0.10000000000000003,1.2089800532987947,0.17843153057479189,0.4,0.4,0.2900685519218653,0.4860659218395963,-0.07518476346352354,0.0,0.6,0.6,0.4,0.6,1.3381319261359252,BALANCED | STABLE | WICK_BALANCED | DIRECTION_BALANCED | HIGH_ALT | MID_BODY | RANGE_STABLE | CLOSE_MID,FP-BB9EDAC4C6
1d,16,1321,1340,0.25983361705314156,-0.19999999999999996,0.42105263157894735,0.4322063413336622,-0.1304225644076617,0.25,0.25,0.3,0.3,1.0,0.0,1.112734046953852,0.22798531263335642,0.35,0.35,0.2707141753676674,0.4471514590887303,0.04791670092336564,0.39999999999999997,0.4,0.6,0.4,0.6,1.0637758586252193,BALANCED | EXPANDING | WICK_BALANCED | BULL_SHIFT | MID_ALT | MID_BODY | RANGE_STABLE | CLOSE_MID,FP-2CADB649DF
1d,17,1446,1465,0.2593606741549332,-0.19999999999999996,0.42105263157894735,0.4055917109498143,-0.1588569845098371,0.4,0.3,0.35,0.35,1.0,0.0,0.9025325163256136,-0.243988455193218,0.5,0.2,-0.33777307897249975,0.500175960036229,-0.0924970670517673,-0.2,0.8,0.4,0.4,0.6,0.7447685387515038,BALANCED | COMPRESSING | WICK_BALANCED | BEAR_SHIFT | MID_ALT | MID_BODY | RANGE_STABLE | CLOSE_MID,FP-1E02861990
1d,18,23,42,0.2587049972105805,-0.39999999999999997,0.5263157894736842,0.43197905514295176,-0.016242131318951802,0.25,0.25,0.1,0.45,0.65,0.35,0.9963344786775981,0.19271934764814613,0.4,0.35,0.5138253952473374,0.45098350038581314,-0.01917004756620322,0.2,0.6,0.6,0.3,0.7,0.982598145571683,BEAR_BIASED | STABLE | LOWER_WICK | BULL_SHIFT | MID_ALT | MID_BODY | COMP_TO_EXPAND | CLOSE_MID,FP-28AF11ADD3
1d,19,281,300,0.25775985473890634,0.0,0.631578947368421,0.36284298283939415,-0.0347053889598839,0.4,0.25,0.4,0.45,0.95,0.04999999999999999,1.1918192897476665,-0.40591178572797904,0.4,0.45,-0.6117253293308647,0.5263797380194609,-0.048269829097035144,0.0,0.6,0.4,0.5,0.5,0.7826469976939201,BALANCED | COMPRESSING | WICK_BALANCED | DIRECTION_BALANCED | HIGH_ALT | MID_BODY | EXP_TO_COMPRESS | CLOSE_MID,FP-339A31586B
1d,20,979,998,0.2577281015079168,0.0,0.5263157894736842,0.43164974154360375,-0.29610651911050456,0.25,0.3,0.2,0.45,0.75,0.25,0.8795871115041661,0.04156939531856696,0.65,0.15,0.17024360127197757,0.5501989756305712,-0.2328977913977448,-0.19999999999999996,0.4,0.2,0.5,0.5,0.9071569568492056,BALANCED | STABLE | LOWER_WICK | DIRECTION_BALANCED | MID_ALT | MID_BODY | RANGE_STABLE | CLOSE_MID,FP-7DD8882A06
1d,21,68,87,0.2574517554701999,-0.19999999999999996,0.5263157894736842,0.4261850567809339,0.10901992537555172,0.3,0.4,0.2,0.45,0.75,0.25,1.18521799797793,-0.2727486946563582,0.2,0.4,-0.3983541688498975,0.5330298723340513,0.01394532218228639,0.2,0.4,0.6,0.4,0.6,1.2479727021185418,BALANCED | COMPRESSING | LOWER_WICK | BULL_SHIFT | MID_ALT | MID_BODY | EXP_TO_COMPRESS | CLOSE_MID,FP-73C56AB860
1d,22,2782,2801,0.2568240925431699,-0.10000000000000003,0.5789473684210527,0.3797860072649212,-0.007178510019255124,0.35,0.25,0.3,0.4,0.8999999999999999,0.10000000000000003,0.9374931627620645,0.5216057819082206,0.55,0.25,0.8551912006628484,0.5222405538682319,-0.052004146555631514,-0.09999999999999998,0.6,0.8,0.45,0.55,0.49866257069696945,BALANCED | EXPANDING | WICK_BALANCED | DIRECTION_BALANCED | HIGH_ALT | MID_BODY | COMP_TO_EXPAND | CLOSE_MID,FP-D8CEDCC3C0
1d,23,1055,1074,0.25656555663145875,-0.10000000000000003,0.47368421052631576,0.4737345065192645,-0.03279209060908561,0.1,0.3,0.2,0.45,0.75,0.25,0.8002498244602615,-0.17919235354999596,0.65,0.15,-0.26272635289304125,0.5862807763333688,0.04191696329938699,0.09999999999999998,0.2,0.6,0.45,0.55,0.6904266259839934,BALANCED | STABLE | LOWER_WICK | DIRECTION_BALANCED | MID_ALT | MID_BODY | RANGE_STABLE | CLOSE_MID,FP-9D66419C09
1d,24,1571,1590,0.2555745519677011,0.0,0.5263157894736842,0.46946852327645383,-0.12690540698152653,0.2,0.35,0.4,0.2,0.8,-0.2,1.5914406618098111,-0.37348905073721905,0.2,0.55,0.3023161975430917,0.44982041574053555,-0.2501841821971822,-0.19999999999999996,0.4,0.4,0.5,0.5,2.4550339006226762,BALANCED | COMPRESSING | UPPER_WICK | DIRECTION_BALANCED | MID_ALT | MID_BODY | RANGE_STABLE | CLOSE_MID,FP-E198CE3D4F
1d,25,1873,1892,0.254708755165269,-0.30000000000000004,0.5789473684210527,0.4052947288854871,-0.0016525232705874582,0.3,0.25,0.25,0.55,0.7,0.30000000000000004,1.4888648823305464,-0.6196968973546739,0.25,0.55,-1.1121832029620637,0.5252514264175924,0.06270585563424558,0.10000000000000003,0.4,0.6,0.35,0.65,1.1326115626496833,BALANCED | COMPRESSING | LOWER_WICK | DIRECTION_BALANCED | HIGH_ALT | MID_BODY | EXP_TO_COMPRESS | CLOSE_MID,FP-05F6E333A3
