timeframe,rank,similarity,candidate_start,candidate_end,before_archetype,matched_archetype,after_archetype,before_micro_behaviour,matched_micro_behaviour,after_micro_behaviour,before_bullish,matched_bullish,after_bullish,before_range,matched_range,after_range
1d,14,0.26057492887255074,2231,2250,BEARISH_TO_BULLISH_SHIFT,SIDEWAYS_COMPRESSION,SIDEWAYS_TO_DIRECTIONAL,RANGE_EXPANSION,WICK_REJECTION_COMPRESSION,RANGE_EXPANSION,0.2,0.45,0.3,1.781552849744989,0.8745077283132277,1.1607501581246253
1d,15,0.26017771827303643,1791,1810,BEARISH_TO_BULLISH_SHIFT,EXPANSION_SEQUENCE,SIDEWAYS_TO_DIRECTIONAL,WICK_REJECTION_COMPRESSION,RANGE_EXPANSION,RANGE_EXPANSION,0.6,0.4,0.7,0.7902948078614156,1.2089800532987947,1.1889908546248151
1d,16,0.25983361705314156,1321,1340,HIGH_ALTERNATION,BEARISH_TO_BULLISH_SHIFT,HIGH_ALTERNATION,HIGH_ALTERNATION,RANGE_EXPANSION,DIRECTIONAL_COMPRESSION,0.7,0.4,0.4,0.9609175728315067,1.112734046953852,0.8813863651878122
1d,17,0.2593606741549332,1446,1465,EXPANSION_SEQUENCE,REJECTION_MIX,MIXED_BEHAVIOUR,RANGE_EXPANSION,MIXED_MICRO_BEHAVIOUR,MIXED_MICRO_BEHAVIOUR,0.2,0.4,0.6,1.5116038159984364,0.9025325163256136,1.0185615539439055
1d,18,0.2587049972105805,23,42,MIXED_BEHAVIOUR,SIDEWAYS_TO_DIRECTIONAL,REJECTION_MIX,MIXED_MICRO_BEHAVIOUR,RANGE_EXPANSION,HIGH_ALTERNATION,0.5,0.3,0.5,1.1423316210656265,0.9963344786775981,1.1942947339296102
1d,19,0.25775985473890634,281,300,EXPANSION_SEQUENCE,REJECTION_MIX,EXPANSION_SEQUENCE,RANGE_EXPANSION,REJECTION_BALANCE,RANGE_EXPANSION,0.5,0.5,0.4,2.364177473706829,1.1918192897476665,1.1618232199822116
1d,20,0.2577281015079168,979,998,REJECTION_MIX,SIDEWAYS_COMPRESSION,EXPANSION_SEQUENCE,REJECTION_BALANCE,WICK_REJECTION_COMPRESSION,RANGE_EXPANSION,0.4,0.5,0.8,1.1712251957230626,0.8795871115041661,1.1793123038396975
1d,21,0.2574517554701999,68,87,SIDEWAYS_TO_DIRECTIONAL,REJECTION_MIX,SIDEWAYS_COMPRESSION,REJECTION_BALANCE,REJECTION_BALANCE,WICK_REJECTION_COMPRESSION,0.3,0.4,0.5,1.1233076433086946,1.18521799797793,0.6768703443629484
1d,22,0.2568240925431699,2782,2801,REJECTION_MIX,SIDEWAYS_COMPRESSION,REJECTION_MIX,MIXED_MICRO_BEHAVIOUR,WICK_REJECTION_COMPRESSION,MIXED_MICRO_BEHAVIOUR,0.5,0.45,0.5,1.3321750151288565,0.9374931627620645,0.9841702347608642
1d,23,0.25656555663145875,1055,1074,REJECTION_MIX,SIDEWAYS_COMPRESSION,SIDEWAYS_COMPRESSION,REJECTION_BALANCE,WICK_REJECTION_COMPRESSION,WICK_REJECTION_COMPRESSION,0.4,0.45,0.4,1.9227284999388694,0.8002498244602615,0.7284720623206886
1d,24,0.2555745519677011,1571,1590,REJECTION_MIX,REJECTION_MIX,REJECTION_MIX,HIGH_ALTERNATION,MIXED_MICRO_BEHAVIOUR,MIXED_MICRO_BEHAVIOUR,0.5,0.5,0.3,0.9700992625957593,1.5914406618098111,1.7508503101231416
1d,25,0.254708755165269,1873,1892,REJECTION_MIX,REJECTION_MIX,BEARISH_TO_BULLISH_SHIFT,REJECTION_BALANCE,REJECTION_BALANCE,REJECTION_BALANCE,0.3,0.35,0.5,0.9092207983146443,1.4888648823305464,1.1708743121763832
