timeframe,rank,story_similarity,sequence_similarity,feature_similarity,screen_similarity,candidate_start,candidate_end,open_time,close_time,interaction_count,break_count,hold_count,rejection_count,pullback_count,repeated_level_tests,reaction_expansion_count,swing_high_tests,swing_low_tests,body_zone_tests,first_direction,second_direction,direction_shift,first_range,second_range,range_shift,first_body,second_body,body_shift,first_close_location,second_close_location,close_location_shift,first_interaction_position,last_interaction_position,level_count,story,story_event_count,story_phase_count
15m,22,0.5459845635475775,0.5753571428571428,0.4578668256188816,0.6983263617016753,13195,13214,1774489500000,1774507499999,3,0,2,2,1,1,3,2,1,2,0.0,-0.2,-0.2,6.905999999999994,8.973999999999979,2.0679999999999845,3.949999999999909,4.652000000000044,0.7020000000001345,0.5155462502962419,0.47801171877229354,-0.03753453152394837,1.1,1.5,2,INITIAL_BALANCED_BEHAVIOUR -> RANGE_EXPANSION -> REJECTION_CLUSTER -> EXPANSION_AFTER_TEST -> LEVEL_INTERACTION_CLUSTER -> EXPANSION_AFTER_TEST,3,6
15m,23,0.5425440313411704,0.5753571428571428,0.4441046967932533,0.7165799909105334,13196,13215,1774490400000,1774508399999,3,0,2,2,0,1,3,2,1,2,0.0,-0.2,-0.2,7.029999999999973,8.948999999999979,1.9190000000000058,4.339999999999918,4.435000000000036,0.09500000000011788,0.5492019218671889,0.45446816740583873,-0.09473375446135013,1.0,1.4,2,INITIAL_BALANCED_BEHAVIOUR -> RANGE_EXPANSION -> REJECTION_CLUSTER -> EXPANSION_AFTER_TEST -> LEVEL_INTERACTION_CLUSTER -> EXPANSION_AFTER_TEST,3,6
15m,24,0.5383351027193802,0.6053571428571428,0.3372689823060923,0.6846993234407689,20561,20580,1781118900000,1781136899999,7,0,3,0,4,5,0,0,7,5,0.2,-0.2,-0.4,7.8119999999999665,8.91500000000001,1.1030000000000433,3.832000000000062,4.768999999999982,0.9369999999999203,0.5651354763864437,0.5501116938070134,-0.015023782579430267,1.0,1.8,4,INITIAL_BALANCED_BEHAVIOUR -> DIRECTIONAL_SHIFT -> BODY_EXPANSION -> LEVEL_INTERACTION_CLUSTER -> PULLBACK_CLUSTER -> HOLD_CLUSTER,7,6
15m,25,0.5375952001799099,0.6067532467532467,0.33012106045989936,0.6928329489875246,15381,15400,1776456900000,1776474899999,10,0,6,2,3,6,4,2,7,4,0.2,-0.4,-0.6000000000000001,8.436000000000012,8.086999999999943,-0.3490000000000695,3.73400000000006,4.294000000000006,0.5599999999999459,0.5508430046253169,0.4274646784466422,-0.12337832617867467,1.0,1.9,4,INITIAL_BALANCED_BEHAVIOUR -> DIRECTIONAL_SHIFT -> HOLD_CLUSTER -> EXPANSION_AFTER_TEST -> LEVEL_INTERACTION_CLUSTER -> REJECTION_CLUSTER -> HOLD_CLUSTER -> EXPANSION_AFTER_TEST -> REPEATED_TEST_CLUSTER -> EXPANSION_AFTER_TEST -> REJECTION_CLUSTER,10,11
30m,1,0.7846142230355555,0.908,0.41445689214222203,0.6830780803328359,18792,18811,1769439600000,1769475599999,7,0,7,4,4,5,2,7,0,7,-0.2,-0.2,0.0,23.497999999999912,16.100999999999978,-7.3969999999999345,8.48400000000006,7.775999999999885,-0.7080000000001752,0.45438754985098473,0.4293620974424983,-0.025025452408486415,1.0,1.8,3,INITIAL_BALANCED_BEHAVIOUR -> RANGE_COMPRESSION -> HOLD_CLUSTER -> EXPANSION_AFTER_TEST -> REJECTION_CLUSTER,7,5
30m,2,0.7764945907796912,0.908,0.3819783631187646,0.6392128932095237,18793,18812,1769441400000,1769477399999,7,0,7,5,5,5,1,7,0,7,-0.2,0.0,0.2,21.207999999999902,16.701999999999998,-4.505999999999904,9.047000000000072,8.270999999999868,-0.7760000000002041,0.4462862841686543,0.5098162698682056,0.06352998569955132,1.1,1.9,3,INITIAL_BALANCED_BEHAVIOUR -> RANGE_COMPRESSION -> HOLD_CLUSTER -> EXPANSION_AFTER_TEST -> REJECTION_CLUSTER,7,5
30m,3,0.7446445433606514,0.83,0.48857817344260623,0.6888479308724117,6836,6855,1747918800000,1747954799999,7,0,4,0,3,5,1,0,4,3,-0.2,0.0,0.2,23.37599999999993,16.511999999999944,-6.863999999999987,8.37800000000002,7.385999999999877,-0.992000000000143,0.49561077844556173,0.414230053010776,-0.08138072543478575,1.1,1.9,4,INITIAL_BALANCED_BEHAVIOUR -> RANGE_COMPRESSION -> REPEATED_TEST_CLUSTER -> EXPANSION_AFTER_TEST -> HOLD_CLUSTER,7,5
30m,4,0.7419325700794965,0.83,0.4777302803179862,0.6633916403081852,6837,6856,1747920600000,1747956599999,8,0,5,0,2,6,2,0,5,3,0.0,0.0,0.0,23.146999999999935,16.41399999999994,-6.732999999999993,8.32800000000002,8.28199999999988,-0.04600000000014148,0.5316544762187018,0.40499059608418675,-0.12666388013451502,1.0,1.9,3,INITIAL_BALANCED_BEHAVIOUR -> RANGE_COMPRESSION -> REPEATED_TEST_CLUSTER -> EXPANSION_AFTER_TEST -> HOLD_CLUSTER,8,5
30m,5,0.6982618234732695,0.8160000000000001,0.34504729389307753,0.6455768784220988,5085,5104,1744767000000,1744802999999,7,0,3,5,6,5,2,0,5,7,0.0,0.0,0.0,13.354000000000019,10.232000000000017,-3.1220000000000017,5.371000000000004,5.039000000000033,-0.33199999999997143,0.49068055912514563,0.37076789035314917,-0.11991266877199647,1.0,1.9,5,INITIAL_BALANCED_BEHAVIOUR -> RANGE_COMPRESSION -> REJECTION_CLUSTER -> EXPANSION_AFTER_TEST -> REJECTION_CLUSTER,7,5
30m,6,0.6567044375448243,0.738,0.41281775017929734,0.6387961505798341,28770,28789,1787400000000,1787435999999,7,0,6,2,1,4,3,5,1,6,-0.2,-0.2,0.0,12.173000000000048,12.460999999999967,0.28799999999991854,5.538000000000011,6.3669999999999165,0.8289999999999056,0.48552056385770814,0.4255927657738138,-0.05992779808389437,1.0,1.9,3,INITIAL_BALANCED_BEHAVIOUR -> LEVEL_INTERACTION_CLUSTER -> REJECTION_CLUSTER -> EXPANSION_AFTER_TEST -> HOLD_CLUSTER,7,5
30m,7,0.6453950250549315,0.6942499999999999,0.49883010021972635,0.6897908527236267,11682,11701,1756641600000,1756677599999,7,0,6,2,3,5,0,3,4,7,0.0,0.2,0.2,21.75599999999995,16.43199999999997,-5.32399999999998,8.680000000000017,8.63100000000004,-0.04899999999997817,0.5165402047572267,0.46450445950453584,-0.05203574525269089,1.0,1.9,3,INITIAL_BALANCED_BEHAVIOUR -> RANGE_COMPRESSION -> REJECTION_CLUSTER -> HOLD_CLUSTER,7,4
30m,8,0.6403679823551229,0.7235714285714285,0.39075764370620625,0.6357490267515801,16436,16455,1765198800000,1765234799999,9,0,5,4,3,6,1,5,1,8,0.0,0.2,0.2,33.46200000000003,22.278999999999904,-11.183000000000128,10.678999999999997,9.801999999999998,-0.8769999999999989,0.4623672731585781,0.4961682201131669,0.033800946954588795,1.0,1.9,4,INITIAL_BALANCED_BEHAVIOUR -> RANGE_COMPRESSION -> REJECTION_CLUSTER -> EXPANSION_AFTER_TEST -> HOLD_CLUSTER -> PULLBACK_CLUSTER -> REPEATED_TEST_CLUSTER,9,7
30m,9,0.6310539764416786,0.6735714285714285,0.5035016200524288,0.7755762072984628,29979,29998,1789576200000,1789612199999,6,0,5,3,2,3,2,4,2,2,-0.2,-0.2,0.0,26.404999999999973,14.582999999999947,-11.822000000000026,8.323999999999932,8.204999999999927,-0.1190000000000051,0.5026459983522513,0.47308976307115946,-0.02955623528109186,1.0,1.9,4,INITIAL_BALANCED_BEHAVIOUR -> RANGE_COMPRESSION -> REJECTION_CLUSTER -> EXPANSION_AFTER_TEST -> REJECTION_CLUSTER -> EXPANSION_AFTER_TEST -> HOLD_CLUSTER,6,7
30m,10,0.6253885249032448,0.7,0.4015540996129798,0.6672423479176939,2857,2876,1740756600000,1740792599999,7,0,7,3,6,5,1,1,6,6,0.0,0.2,0.2,28.359999999999946,16.966999999999963,-11.392999999999983,10.472999999999866,7.484000000000014,-2.9889999999998516,0.42487257537100287,0.49604444857817587,0.071171873207173,1.0,1.9,3,INITIAL_BALANCED_BEHAVIOUR -> RANGE_COMPRESSION -> BODY_COMPRESSION -> REJECTION_CLUSTER -> EXPANSION_AFTER_TEST -> HOLD_CLUSTER,7,6
30m,11,0.6124853103228655,0.7,0.34994124129146226,0.6524881877147917,10558,10577,1754618400000,1754654399999,5,0,5,1,1,3,1,0,5,3,0.0,0.0,0.0,25.65300000000002,16.911999999999942,-8.741000000000078,13.627999999999929,7.466000000000031,-6.161999999999898,0.5017377592602671,0.5134593277183764,0.011721568458109344,1.0,1.9,5,INITIAL_BALANCED_BEHAVIOUR -> RANGE_COMPRESSION -> BODY_COMPRESSION -> REJECTION_CLUSTER -> EXPANSION_AFTER_TEST -> HOLD_CLUSTER,5,6
30m,12,0.6009170741366898,0.66,0.4236682965467591,0.6416190687475108,15068,15087,1762736400000,1762772399999,7,0,3,2,6,5,0,1,6,6,-0.2,-0.2,0.0,22.115999999999985,17.491999999999962,-4.624000000000024,6.735000000000037,8.466000000000031,1.7309999999999945,0.40681760510862564,0.4377779018696796,0.03096029676105394,1.0,1.9,3,INITIAL_BALANCED_BEHAVIOUR -> RANGE_COMPRESSION -> BODY_EXPANSION -> REPEATED_TEST_CLUSTER -> HOLD_CLUSTER,7,5
30m,13,0.5970937180089266,0.67875,0.35212487203570675,0.6338956194885523,27042,27061,1784289600000,1784325599999,3,0,0,0,1,2,1,3,0,0,-0.2,0.0,0.2,12.855000000000018,8.826000000000022,-4.028999999999996,5.007999999999993,4.919000000000028,-0.08899999999996488,0.541757205300791,0.47876113763761496,-0.062996067663176,1.0,1.4,4,INITIAL_BALANCED_BEHAVIOUR -> RANGE_COMPRESSION -> REPEATED_TEST_CLUSTER -> EXPANSION_AFTER_TEST,3,4
30m,14,0.5944928169905012,0.66,0.39797126796200455,0.6425655809390954,29200,29219,1788174000000,1788209999999,7,0,5,1,4,5,1,7,0,0,-0.2,-0.2,0.0,15.130999999999949,12.302999999999884,-2.828000000000065,6.097999999999956,5.612000000000035,-0.4859999999999216,0.4370484726992423,0.38359021840045493,-0.05345825429878737,1.0,1.9,5,INITIAL_BALANCED_BEHAVIOUR -> COUNTERMOVE_AND_RENEWAL -> REPEATED_TEST_CLUSTER -> EXPANSION_AFTER_TEST -> HOLD_CLUSTER,7,5
30m,15,0.5944113207988664,0.67875,0.3413952831954657,0.6361303450195406,22776,22795,1776610800000,1776646799999,2,0,2,0,1,1,2,0,2,0,-0.2,-0.2,0.0,14.648000000000048,14.354000000000042,-0.2940000000000058,5.072000000000026,7.729999999999973,2.657999999999947,0.4803250347414848,0.48746591305024667,0.007140878308761867,1.0,1.2,5,INITIAL_BALANCED_BEHAVIOUR -> BODY_EXPANSION -> HOLD_CLUSTER -> EXPANSION_AFTER_TEST,2,4
30m,16,0.5914295373984207,0.6435714285714286,0.43500386387939727,0.6927199156791317,29978,29997,1789574400000,1789610399999,6,0,3,3,2,3,2,3,0,3,0.0,-0.2,-0.2,26.66599999999994,14.148000000000001,-12.517999999999939,8.139999999999919,8.242999999999938,0.1030000000000193,0.5656960081184946,0.4285883031812109,-0.13710770493728375,1.0,1.7,5,INITIAL_BALANCED_BEHAVIOUR -> RANGE_COMPRESSION -> REJECTION_CLUSTER -> EXPANSION_AFTER_TEST -> LEVEL_INTERACTION_CLUSTER -> REJECTION_CLUSTER -> EXPANSION_AFTER_TEST,6,7
30m,17,0.5883886951080509,0.635,0.4485547804322036,0.6380284794483811,6835,6854,1747917000000,1747952999999,7,0,3,1,2,5,1,0,3,4,0.0,0.0,0.0,24.19399999999996,16.17499999999991,-8.019000000000052,9.185000000000036,6.835999999999876,-2.34900000000016,0.5275384590532248,0.4513583761068579,-0.07618008294636691,1.0,1.9,4,INITIAL_BALANCED_BEHAVIOUR -> RANGE_COMPRESSION -> BODY_COMPRESSION -> REPEATED_TEST_CLUSTER -> EXPANSION_AFTER_TEST -> HOLD_CLUSTER,7,6
30m,18,0.5861848798153194,0.5935714285714286,0.5640252335469916,0.6855095708315414,20474,20493,1772467200000,1772503199999,6,0,6,2,4,4,2,3,3,3,-0.2,0.2,0.4,24.70999999999999,13.65,-11.05999999999999,7.413999999999964,6.834000000000037,-0.5799999999999272,0.4450284276014074,0.4074938706152501,-0.037534556986157264,1.2,1.9,3,INITIAL_BALANCED_BEHAVIOUR -> RANGE_COMPRESSION -> DIRECTIONAL_SHIFT -> REJECTION_CLUSTER -> EXPANSION_AFTER_TEST -> REJECTION_CLUSTER -> EXPANSION_AFTER_TEST,6,7
30m,19,0.5844082598580063,0.65,0.3876330394320247,0.6468917192258521,6423,6442,1747175400000,1747211399999,4,0,1,3,3,2,2,0,3,4,-0.2,0.0,0.2,31.154000000000043,22.024999999999956,-9.129000000000087,12.784000000000015,11.103999999999996,-1.6800000000000193,0.431324049583512,0.5376806492884205,0.10635659970490852,1.1,1.8,4,INITIAL_BALANCED_BEHAVIOUR -> RANGE_COMPRESSION -> PULLBACK_CLUSTER -> EXPANSION_AFTER_TEST -> REJECTION_CLUSTER -> EXPANSION_AFTER_TEST,4,6
30m,20,0.5842950543035096,0.65,0.3871802172140382,0.6372862372581684,22778,22797,1776614400000,1776650399999,3,0,2,2,0,2,2,0,3,3,-0.2,0.2,0.4,15.192000000000053,12.90300000000011,-2.288999999999943,6.248000000000002,6.441000000000031,0.19300000000002893,0.44222304242434635,0.5012480002054389,0.05902495778109257,1.0,1.9,3,INITIAL_BALANCED_BEHAVIOUR -> DIRECTIONAL_SHIFT -> HOLD_CLUSTER -> EXPANSION_AFTER_TEST -> REJECTION_CLUSTER -> EXPANSION_AFTER_TEST,3,6
30m,21,0.5815982762056802,0.6428571428571429,0.3978216762512916,0.633374891466112,29203,29222,1788179400000,1788215399999,9,0,5,2,5,7,1,7,0,2,-0.2,-0.2,0.0,15.286999999999898,11.332999999999993,-3.9539999999999047,5.621999999999934,5.6610000000001035,0.039000000000169344,0.42575931533934214,0.40941525370105214,-0.016344061638289997,1.0,1.8,4,INITIAL_BALANCED_BEHAVIOUR -> RANGE_COMPRESSION -> HOLD_CLUSTER -> PULLBACK_CLUSTER -> EXPANSION_AFTER_TEST -> REPEATED_TEST_CLUSTER -> REJECTION_CLUSTER -> HOLD_CLUSTER,9,8
30m,22,0.5766343747389312,0.6535714285714286,0.34582321324143905,0.6443812974827826,10559,10578,1754620200000,1754656199999,5,0,4,0,1,3,2,0,5,3,0.0,-0.2,-0.2,27.04200000000001,16.011999999999944,-11.030000000000065,14.198999999999888,7.753000000000066,-6.445999999999822,0.5178621766141572,0.4846144233343117,-0.03324775327984553,1.0,1.9,4,INITIAL_BALANCED_BEHAVIOUR -> RANGE_COMPRESSION -> BODY_COMPRESSION -> HOLD_CLUSTER -> EXPANSION_AFTER_TEST -> HOLD_CLUSTER -> EXPANSION_AFTER_TEST,5,7
30m,23,0.5748596593557134,0.6435714285714286,0.36872435170856804,0.6397273273348122,25162,25181,1780905600000,1780941599999,9,0,4,4,4,7,2,4,0,5,0.0,0.2,0.2,15.809000000000015,12.822000000000026,-2.9869999999999894,7.657999999999947,5.722000000000003,-1.935999999999944,0.5051708661208192,0.484615164187929,-0.02055570193289019,1.0,1.9,4,INITIAL_BALANCED_BEHAVIOUR -> BODY_COMPRESSION -> HOLD_CLUSTER -> EXPANSION_AFTER_TEST -> REPEATED_TEST_CLUSTER -> EXPANSION_AFTER_TEST -> REJECTION_CLUSTER,9,7
30m,24,0.5647908437993205,0.6000000000000001,0.4591633751972821,0.6329955128556504,11681,11700,1756639800000,1756675799999,8,0,7,4,4,5,0,3,5,5,0.0,0.2,0.2,22.171000000000003,16.322999999999865,-5.8480000000001375,8.728999999999996,8.05600000000004,-0.6729999999999556,0.515292537761193,0.4734675935715583,-0.04182494418963467,1.0,1.9,4,INITIAL_BALANCED_BEHAVIOUR -> RANGE_COMPRESSION -> REJECTION_CLUSTER -> HOLD_CLUSTER -> PULLBACK_CLUSTER -> REJECTION_CLUSTER,8,6
30m,25,0.5582069293370113,0.5971666666666666,0.4413277173480452,0.636355720923953,2157,2176,1739496600000,1739532599999,4,0,4,1,2,3,0,4,0,4,0.0,0.0,0.0,15.015999999999986,10.702000000000044,-4.313999999999941,5.64699999999998,5.487000000000035,-0.15999999999994508,0.42730797948522736,0.4595029107369409,0.03219493125171352,1.1,1.9,3,INITIAL_BALANCED_BEHAVIOUR -> RANGE_COMPRESSION -> REJECTION_CLUSTER,4,3
1h,1,0.640866919797022,0.7088888888888889,0.4368010125214211,0.6538376432674061,23626,23645,1766667600000,1766739599999,5,0,4,1,2,3,0,2,3,3,0.0,0.4,0.4,19.30999999999999,26.7,7.390000000000008,9.449000000000023,13.510000000000081,4.061000000000059,0.5527087911423941,0.5530112589512917,0.000302467808897533,1.4,1.9,3,INITIAL_BALANCED_BEHAVIOUR -> RANGE_EXPANSION -> DIRECTION_CHANGE_IN_CHARACTER -> BODY_EXPANSION -> COUNTERMOVE_AND_RENEWAL -> HOLD_CLUSTER -> REJECTION_CLUSTER -> REPEATED_TEST_CLUSTER -> HOLD_CLUSTER,5,9
1h,2,0.631470163976406,0.7185555555555556,0.37021398923895704,0.6463704791303502,29828,29847,1788994800000,1789066799999,5,0,4,2,0,2,2,1,4,5,0.0,0.0,0.0,12.684999999999992,21.359000000000016,8.674000000000024,5.145999999999958,11.516999999999916,6.370999999999958,0.6038162235798884,0.6022328393829489,-0.0015833841969394857,1.0,1.9,4,INITIAL_BALANCED_BEHAVIOUR -> RANGE_EXPANSION -> BODY_EXPANSION -> COUNTERMOVE_AND_RENEWAL -> REJECTION_CLUSTER -> HOLD_CLUSTER -> EXPANSION_AFTER_TEST -> LEVEL_INTERACTION_CLUSTER -> EXPANSION_AFTER_TEST -> REJECTION_CLUSTER,5,10
1h,3,0.6222254325734615,0.6824747474747475,0.4414774878696038,0.6690909180799034,27139,27158,1779314400000,1779386399999,5,0,2,1,2,2,2,2,0,3,0.0,0.4,0.4,11.415000000000054,15.601999999999999,4.186999999999944,4.710999999999967,6.932000000000016,2.221000000000049,0.5217027438940725,0.48847976606540994,-0.033222977828662514,1.0,1.9,4,INITIAL_BALANCED_BEHAVIOUR -> RANGE_EXPANSION -> DIRECTION_CHANGE_IN_CHARACTER -> BODY_EXPANSION -> COUNTERMOVE_AND_RENEWAL -> REJECTION_CLUSTER -> PULLBACK_CLUSTER -> EXPANSION_AFTER_TEST -> REPEATED_TEST_CLUSTER -> EXPANSION_AFTER_TEST -> HOLD_CLUSTER,5,11
1h,4,0.6212404781559033,0.7098214285714286,0.35549762690932774,0.7054644793865534,10506,10525,1719435600000,1719507599999,3,0,1,1,1,1,1,2,0,1,0.0,0.4,0.4,14.717000000000008,22.82000000000007,8.103000000000064,6.09099999999994,11.605999999999948,5.515000000000009,0.5436534106709624,0.5896409301736638,0.04598751950270141,1.0,1.4,3,INITIAL_BALANCED_BEHAVIOUR -> RANGE_EXPANSION -> DIRECTION_CHANGE_IN_CHARACTER -> BODY_EXPANSION -> REJECTION_CLUSTER -> HOLD_CLUSTER -> EXPANSION_AFTER_TEST,3,7
1h,5,0.6033605714615452,0.6655555555555556,0.4167756191795144,0.6701602996920141,16722,16741,1741813200000,1741885199999,6,0,0,1,1,4,2,0,0,6,-0.2,0.2,0.4,18.899000000000022,27.177999999999976,8.278999999999954,7.7509999999999994,9.938999999999965,2.187999999999965,0.41695340753740107,0.5079802501167434,0.09102684257934235,1.0,1.9,3,INITIAL_BALANCED_BEHAVIOUR -> RANGE_EXPANSION -> DIRECTIONAL_SHIFT -> BODY_EXPANSION -> REJECTION_CLUSTER -> EXPANSION_AFTER_TEST -> REPEATED_TEST_CLUSTER -> EXPANSION_AFTER_TEST -> REPEATED_TEST_CLUSTER,6,9
1h,6,0.5819728340619206,0.6222222222222222,0.4612246695810157,0.6719891922897933,171,190,1682229600000,1682301599999,6,0,4,2,1,3,2,1,4,5,0.0,0.2,0.2,10.338000000000033,17.178999999999974,6.840999999999941,3.83599999999999,6.080000000000018,2.2440000000000278,0.4939829225613474,0.49949663409072836,0.00551371152938096,1.0,1.9,4,INITIAL_BALANCED_BEHAVIOUR -> RANGE_EXPANSION -> BODY_EXPANSION -> COUNTERMOVE_AND_RENEWAL -> REJECTION_CLUSTER -> EXPANSION_AFTER_TEST -> HOLD_CLUSTER -> EXPANSION_AFTER_TEST -> PULLBACK_CLUSTER,6,9
1h,7,0.5708224315229126,0.6150595238095238,0.43811115466307887,0.6665612239751793,678,697,1684054800000,1684126799999,6,0,4,2,3,4,1,4,2,0,-0.2,0.2,0.4,9.19299999999996,12.434999999999992,3.242000000000031,3.9879999999999654,5.674000000000001,1.686000000000036,0.5597808131520222,0.5650545709612025,0.005273757809180268,1.0,1.9,4,INITIAL_BALANCED_BEHAVIOUR -> RANGE_EXPANSION -> DIRECTIONAL_SHIFT -> BODY_EXPANSION -> REJECTION_CLUSTER -> REPEATED_TEST_CLUSTER -> EXPANSION_AFTER_TEST,6,7
1h,8,0.5647302550062762,0.621875,0.39329602002510494,0.6538782175956988,21065,21084,1757448000000,1757519999999,4,0,2,3,1,3,1,4,0,4,0.0,0.6,0.6,21.851000000000113,33.36999999999989,11.518999999999778,10.799000000000069,14.435999999999968,3.636999999999899,0.5699088919123262,0.621324021389146,0.05141512947681981,1.0,1.5,2,INITIAL_BALANCED_BEHAVIOUR -> RANGE_EXPANSION -> DIRECTION_CHANGE_IN_CHARACTER -> BODY_EXPANSION -> REJECTION_CLUSTER -> EXPANSION_AFTER_TEST,4,6
1h,9,0.5600633269267267,0.6225,0.37275330770690646,0.6630880040091119,413,432,1683100800000,1683172799999,2,0,1,1,1,0,0,1,0,2,0.0,0.4,0.4,13.058000000000016,16.902000000000044,3.844000000000028,6.374999999999955,7.2449999999999815,0.8700000000000268,0.525413845817851,0.5868982543930497,0.06148440857519866,1.1,1.2,3,INITIAL_BALANCED_BEHAVIOUR -> RANGE_EXPANSION -> DIRECTION_CHANGE_IN_CHARACTER -> HOLD_CLUSTER -> REJECTION_CLUSTER,2,5
1h,10,0.5571601741687137,0.6097777777777778,0.3993073633415214,0.6491302039324797,2639,2658,1691114400000,1691186399999,5,0,4,1,2,2,2,3,2,1,-0.2,0.2,0.4,4.6889999999999645,10.354999999999972,5.6660000000000075,2.10300000000002,4.483000000000038,2.3800000000000177,0.5408115735082273,0.5100648857798676,-0.030746687728359645,1.0,1.7,3,INITIAL_BALANCED_BEHAVIOUR -> RANGE_EXPANSION -> DIRECTIONAL_SHIFT -> BODY_EXPANSION -> HOLD_CLUSTER -> REJECTION_CLUSTER -> HOLD_CLUSTER -> EXPANSION_AFTER_TEST -> HOLD_CLUSTER -> EXPANSION_AFTER_TEST,5,10
1h,11,0.5549528723355408,0.621875,0.3541864893421635,0.6530370533159869,24166,24185,1768611600000,1768683599999,3,0,3,1,0,2,1,3,0,0,0.0,0.4,0.4,6.741000000000031,10.1900000000001,3.44900000000007,1.9730000000000474,4.817999999999893,2.8449999999998457,0.6256142959965187,0.5612990912290681,-0.06431520476745067,1.0,1.2,4,INITIAL_BALANCED_BEHAVIOUR -> RANGE_EXPANSION -> DIRECTION_CHANGE_IN_CHARACTER -> BODY_EXPANSION -> REJECTION_CLUSTER -> EXPANSION_AFTER_TEST,3,6
1h,12,0.5535543633520285,0.6052083333333333,0.39859245340811394,0.6474791528105878,12203,12222,1725544800000,1725616799999,5,0,2,0,3,2,1,1,1,3,-0.2,0.0,0.2,23.722999999999956,21.6079999999999,-2.1150000000000553,9.400000000000091,10.546000000000095,1.1460000000000043,0.5600633578284941,0.5428415222750669,-0.017221835553427267,1.3,1.8,3,INITIAL_BALANCED_BEHAVIOUR -> COUNTERMOVE_AND_RENEWAL -> HOLD_CLUSTER -> REPEATED_TEST_CLUSTER -> EXPANSION_AFTER_TEST -> HOLD_CLUSTER,5,6
1h,13,0.5519335487961721,0.6026785714285714,0.39969848089897414,0.6705367064937712,170,189,1682226000000,1682297999999,4,0,4,1,1,2,1,1,3,0,0.2,0.2,0.0,9.617000000000052,16.664999999999964,7.047999999999911,3.4659999999999855,6.1900000000000315,2.724000000000046,0.5387355614475318,0.53579477881077,-0.002940782636761785,1.1,1.9,4,INITIAL_BALANCED_BEHAVIOUR -> RANGE_EXPANSION -> BODY_EXPANSION -> REJECTION_CLUSTER -> HOLD_CLUSTER -> EXPANSION_AFTER_TEST -> HOLD_CLUSTER,4,7
1h,14,0.5513056185862893,0.6150595238095238,0.360043902916586,0.6825725249189973,15282,15301,1736629200000,1736701199999,2,0,1,0,0,0,1,1,1,2,-0.2,0.0,0.2,13.819000000000006,20.164000000000122,6.345000000000116,5.8259999999999765,8.751999999999907,2.92599999999993,0.4885244729291287,0.5191969480630677,0.030672475133939003,1.0,1.8,2,INITIAL_BALANCED_BEHAVIOUR -> RANGE_EXPANSION -> BODY_EXPANSION -> COUNTERMOVE_AND_RENEWAL -> LEVEL_INTERACTION_CLUSTER -> EXPANSION_AFTER_TEST -> HOLD_CLUSTER,2,7
1h,15,0.5506059263536749,0.5628787878787878,0.5137873417783362,0.6578656085783964,28077,28096,1782691200000,1782763199999,7,0,4,4,3,3,3,2,2,4,0.0,0.4,0.4,14.83599999999999,21.060000000000013,6.224000000000023,5.26899999999996,7.735999999999945,2.4669999999999845,0.563765960516114,0.5482666351070306,-0.015499325409083498,1.0,1.6,5,INITIAL_BALANCED_BEHAVIOUR -> RANGE_EXPANSION -> DIRECTION_CHANGE_IN_CHARACTER -> BODY_EXPANSION -> COUNTERMOVE_AND_RENEWAL -> REJECTION_CLUSTER -> EXPANSION_AFTER_TEST -> HOLD_CLUSTER -> EXPANSION_AFTER_TEST -> REJECTION_CLUSTER -> HOLD_CLUSTER -> EXPANSION_AFTER_TEST,7,12
1h,16,0.5498011105019177,0.5711111111111111,0.48587110867433747,0.646677433282826,5051,5070,1699797600000,1699869599999,8,0,5,1,4,5,1,6,2,5,0.2,0.2,0.0,12.929999999999996,15.860000000000081,2.930000000000085,5.025000000000023,6.5890000000000555,1.564000000000033,0.5867742843889621,0.5977909174076576,0.011016633018695488,1.0,1.9,3,INITIAL_BALANCED_BEHAVIOUR -> RANGE_EXPANSION -> BODY_EXPANSION -> HOLD_CLUSTER -> EXPANSION_AFTER_TEST -> HOLD_CLUSTER -> LEVEL_INTERACTION_CLUSTER -> REJECTION_CLUSTER -> HOLD_CLUSTER,8,9
1h,17,0.5459534187298131,0.5666666666666667,0.4838136749192525,0.6460831661219902,28076,28095,1782687600000,1782759599999,6,0,5,3,3,4,3,6,0,5,0.0,0.4,0.4,16.315999999999985,20.94200000000003,4.626000000000044,6.4349999999999685,7.607999999999947,1.1729999999999787,0.5734901369538588,0.5214666874803077,-0.05202344947355109,1.1,1.8,4,INITIAL_BALANCED_BEHAVIOUR -> RANGE_EXPANSION -> DIRECTION_CHANGE_IN_CHARACTER -> REJECTION_CLUSTER -> EXPANSION_AFTER_TEST -> REJECTION_CLUSTER -> EXPANSION_AFTER_TEST -> REPEATED_TEST_CLUSTER -> EXPANSION_AFTER_TEST,6,9
1h,18,0.5451399471319918,0.5717261904761904,0.4653812170993957,0.6489981511746172,23525,23544,1766304000000,1766375999999,6,0,3,1,3,3,2,5,0,5,0.0,0.2,0.2,22.430999999999994,28.128000000000064,5.69700000000007,11.414000000000078,9.70399999999995,-1.710000000000127,0.5455902957240654,0.5268533951081855,-0.018736900615879848,1.0,1.9,4,INITIAL_BALANCED_BEHAVIOUR -> RANGE_EXPANSION -> REJECTION_CLUSTER -> HOLD_CLUSTER -> EXPANSION_AFTER_TEST -> HOLD_CLUSTER -> PULLBACK_CLUSTER,6,7
